,indicator,name,source,source_notes,subject_notes,language,units,scale
333,5.1.2_LAO.TOTA.AID.AUS,,world_bank,,,1,,
334,5.1.2_LBR.TOTA.AID.USAID,,world_bank,,,1,,
335,5.1.2_MDA.TOTA.AID.WB,,world_bank,,,1,,
336,5.1.2_MDG.TOTA.AID.ILO,,world_bank,,,1,,
337,5.1.2_MOZ.TOTA.AID.DANIDA,,world_bank,,,1,,
338,5.1.2_MRT.TOTA.AID.ISDB,,world_bank,,,1,,
339,5.1.2_MWI.TOTA.AID.CIDA,,world_bank,,,1,,
340,5.1.2_NER.TOTA.AID.BEL,,world_bank,,,1,,
341,5.1.2_RWA.TOTA.AID.GPE,,world_bank,,,1,,
342,5.1.2_SEN.TOTA.AID.FR,,world_bank,,,1,,
343,5.1.2_SLE.TOTA.AID.EC,,world_bank,,,1,,
344,5.1.2_TJK.TOTA.AID.AGAK,,world_bank,,,1,,
345,5.1.2_VNM.TOTA.AID.CIDA,,world_bank,,,1,,
346,5.1.2_ZMB.TOTA.AID.IRL,,world_bank,,,1,,
347,5.1.3_AFG.TOTA.AID.FRA,,world_bank,,,1,,
348,5.1.3_ALB.TOTA.AID.CEIB,,world_bank,,,1,,
349,5.1.3_BFA.TOTA.AID.CHE,,world_bank,,,1,,
350,5.1.3_CIV.TOTA.AID.WB,,world_bank,,,1,,
351,5.1.3_CMR.TOTA.AID.FR,,world_bank,,,1,,
352,5.1.3_DJI.TOTA.AID.AFD,,world_bank,,,1,,
353,5.1.3_ETH.TOTA.AID.DFID,,world_bank,,,1,,
354,5.1.3_GEO.TOTA.AID.USAID,,world_bank,,,1,,
355,5.1.3_GHA.TOTA.AID.JICA,,world_bank,,,1,,
356,5.1.3_GIN.TOTA.AID.ADPP.WB,,world_bank,,,1,,
357,5.1.3_GNB.TOTA.AID.ADPP.OTH,,world_bank,,,1,,
358,5.1.3_KGZ.TOTA.AID.ADPP.UNICEF,,world_bank,,,1,,
359,5.1.3_KHM.TOTA.AID.GPE,,world_bank,,,1,,
360,5.1.3_LAO.TOTA.AID.EC,,world_bank,,,1,,
361,5.1.3_LBR.TOTA.AID.WB,,world_bank,,,1,,
362,5.1.3_MDG.TOTA.AID.FR,,world_bank,,,1,,
363,5.1.3_MOZ.TOTA.AID.DFID,,world_bank,,,1,,
364,5.1.3_MRT.TOTA.AID.SP,,world_bank,,,1,,
365,5.1.3_MWI.TOTA.AID.DFID,,world_bank,,,1,,
366,5.1.3_NER.TOTA.AID.FR,,world_bank,,,1,,
367,5.1.3_RWA.TOTA.AID.UNICEF,,world_bank,,,1,,
368,5.1.3_SEN.TOTA.AID.GPE,,world_bank,,,1,,
369,5.1.3_SLE.TOTA.AID.GIZ,,world_bank,,,1,,
370,5.1.3_TJK.TOTA.AID.OPENS,,world_bank,,,1,,
371,5.1.3_VNM.TOTA.AID.DFID,,world_bank,,,1,,
372,5.1.3_ZMB.TOTA.AID.ILO,,world_bank,,,1,,
373,5.1.4_AFG.TOTA.AID.DEU,,world_bank,,,1,,
374,5.1.4_BFA.TOTA.AID.DNK,,world_bank,,,1,,
375,5.1.4_CIV.TOTA.AID.ISDB,,world_bank,,,1,,
376,5.1.4_CMR.TOTA.AID.JICA,,world_bank,,,1,,
377,5.1.4_DJI.TOTA.AID.AFDB,,world_bank,,,1,,
378,5.1.4_ETH.TOTA.AID.DVV,,world_bank,,,1,,
379,5.1.4_GEO.TOTA.AID.WB,,world_bank,,,1,,
380,5.1.4_GHA.TOTA.AID.UNICEF,,world_bank,,,1,,
381,5.1.4_GIN.TOTA.AID.ADPP.GPE,,world_bank,,,1,,
382,5.1.4_GNB.TOTA.AID.EU,,world_bank,,,1,,
383,5.1.4_KGZ.TOTA.AID.ADPP.WB,,world_bank,,,1,,
384,5.1.4_KHM.TOTA.AID.EC,,world_bank,,,1,,
385,5.1.4_LAO.TOTA.AID.DEU,,world_bank,,,1,,
386,5.1.4_MDG.TOTA.AID.JICA,,world_bank,,,1,,
387,5.1.4_MOZ.TOTA.AID.FIN,,world_bank,,,1,,
388,5.1.4_MRT.TOTA.AID.UNESCO,,world_bank,,,1,,
389,5.1.4_MWI.TOTA.AID.GIZ,,world_bank,,,1,,
390,5.1.4_NER.TOTA.AID.JAPAN,,world_bank,,,1,,
391,5.1.4_RWA.TOTA.AID.USAID,,world_bank,,,1,,
392,5.1.4_SEN.TOTA.AID.IT,,world_bank,,,1,,
393,5.1.4_SLE.TOTA.AID.JICA,,world_bank,,,1,,
394,5.1.4_TJK.TOTA.AID.EC,,world_bank,,,1,,
395,5.1.4_VNM.TOTA.AID.JICA,,world_bank,,,1,,
396,5.1.4_ZMB.TOTA.AID.JPN,,world_bank,,,1,,
397,5.1.5_AFG.TOTA.AID.IND,,world_bank,,,1,,
398,5.1.5_BFA.TOTA.AID.JICA,,world_bank,,,1,,
399,5.1.5_CIV.TOTA.AID.FSD,,world_bank,,,1,,
400,5.1.5_CMR.TOTA.AID.UNESCO,,world_bank,,,1,,
401,5.1.5_DJI.TOTA.AID.ISDB,,world_bank,,,1,,
402,5.1.5_ETH.TOTA.AID.EC,,world_bank,,,1,,
403,5.1.5_GHA.TOTA.AID.USAID,,world_bank,,,1,,
404,5.1.5_GIN.TOTA.AID.ADPP.GIZ,,world_bank,,,1,,
405,5.1.5_GNB.TOTA.AID.FR,,world_bank,,,1,,
406,5.1.5_KHM.TOTA.AID.JPN,,world_bank,,,1,,
407,5.1.5_LAO.TOTA.AID.GPE,,world_bank,,,1,,
408,5.1.5_MDG.TOTA.AID.NOR,,world_bank,,,1,,
409,5.1.5_MOZ.TOTA.AID.FLAND,,world_bank,,,1,,
410,5.1.5_MRT.TOTA.AID.UNICEF,,world_bank,,,1,,
411,5.1.5_MWI.TOTA.AID.GPE,,world_bank,,,1,,
412,5.1.5_NER.TOTA.AID.KFW,,world_bank,,,1,,
413,5.1.5_RWA.TOTA.AID.WB,,world_bank,,,1,,
414,5.1.5_SEN.TOTA.AID.UNICEF,,world_bank,,,1,,
415,5.1.5_SLE.TOTA.AID.SIDA,,world_bank,,,1,,
416,5.1.5_TJK.TOTA.AID.GIZ,,world_bank,,,1,,
417,5.1.5_VNM.TOTA.AID.UNESCO,,world_bank,,,1,,
418,5.1.5_ZMB.TOTA.AID.ZMB,,world_bank,,,1,,
419,5.1.6_AFG.TOTA.AID.JPN,,world_bank,,,1,,
420,5.1.6_BFA.TOTA.AID.NLD,,world_bank,,,1,,
421,5.1.6_CIV.TOTA.AID.KFW,,world_bank,,,1,,
422,5.1.6_CMR.TOTA.AID.UNICEF,,world_bank,,,1,,
423,5.1.6_DJI.TOTA.AID.IMOA,,world_bank,,,1,,
424,5.1.6_ETH.TOTA.AID.FIN,,world_bank,,,1,,
425,5.1.6_GHA.TOTA.AID.WFP,,world_bank,,,1,,
426,5.1.6_GIN.TOTA.AID.ADPP.KFW,,world_bank,,,1,,
427,5.1.6_GNB.TOTA.AID.PORT,,world_bank,,,1,,
428,5.1.6_KHM.TOTA.AID.SWE,,world_bank,,,1,,
429,5.1.6_LAO.TOTA.AID.JICA,,world_bank,,,1,,
430,5.1.6_MDG.TOTA.AID.WFP,,world_bank,,,1,,
431,5.1.6_MOZ.TOTA.AID.DEU,,world_bank,,,1,,
432,5.1.6_MWI.TOTA.AID.JICA,,world_bank,,,1,,
433,5.1.6_NER.TOTA.AID.WFP,,world_bank,,,1,,
434,5.1.6_SEN.TOTA.AID.USAID,,world_bank,,,1,,
435,5.1.6_SLE.TOTA.AID.UNICEF,,world_bank,,,1,,
436,5.1.6_TJK.TOTA.AID.GPE,,world_bank,,,1,,
437,5.1.6_VNM.TOTA.AID.UNICEF,,world_bank,,,1,,
438,5.1.6_ZMB.TOTA.AID.UNICEF,,world_bank,,,1,,
439,5.1.7_AFG.TOTA.AID.JICA,,world_bank,,,1,,
440,5.1.7_BFA.TOTA.AID.UNICEF,,world_bank,,,1,,
441,5.1.7_CIV.TOTA.AID.UNICEF,,world_bank,,,1,,
442,5.1.7_ETH.TOTA.AID.GIZ,,world_bank,,,1,,
443,5.1.7_GHA.TOTA.AID.WB,,world_bank,,,1,,
444,5.1.7_GIN.TOTA.AID.ADPP.UNICEF,,world_bank,,,1,,
445,5.1.7_GNB.TOTA.AID.UNICEF,,world_bank,,,1,,
446,5.1.7_KHM.TOTA.AID.UNESCO,,world_bank,,,1,,
447,5.1.7_LAO.TOTA.AID.UNESCO,,world_bank,,,1,,
448,5.1.7_MDG.TOTA.AID.UNESCO,,world_bank,,,1,,
449,5.1.7_MOZ.TOTA.AID.GPE,,world_bank,,,1,,
450,5.1.7_MWI.TOTA.AID.KFW,,world_bank,,,1,,
451,5.1.7_NER.TOTA.AID.DFID,,world_bank,,,1,,
452,5.1.7_SLE.TOTA.AID.WB,,world_bank,,,1,,
453,5.1.7_TJK.TOTA.AID.UNICEF,,world_bank,,,1,,
454,5.1.7_VNM.TOTA.AID.USAID,,world_bank,,,1,,
455,5.1.7_ZMB.TOTA.AID.USAID,,world_bank,,,1,,
456,5.1.8_AFG.TOTA.AID.NLD,,world_bank,,,1,,
457,5.1.8_BFA.TOTA.AID.EC,,world_bank,,,1,,
458,5.1.8_CIV.TOTA.AID.USAID,,world_bank,,,1,,
459,5.1.8_ETH.TOTA.AID.GPE,,world_bank,,,1,,
460,5.1.8_GNB.TOTA.AID.JAP,,world_bank,,,1,,
461,5.1.8_KHM.TOTA.AID.UNICEF,,world_bank,,,1,,
462,5.1.8_LAO.TOTA.AID.UNICEF,,world_bank,,,1,,
463,5.1.8_MDG.TOTA.AID.UNICEF,,world_bank,,,1,,
464,5.1.8_MOZ.TOTA.AID.IRL,,world_bank,,,1,,
465,5.1.8_MWI.TOTA.AID.UNICEF,,world_bank,,,1,,
466,5.1.8_NER.TOTA.AID.CHE,,world_bank,,,1,,
467,5.1.8_SLE.TOTA.AID.WFP,,world_bank,,,1,,
468,5.1.8_TJK.TOTA.AID.USAID,,world_bank,,,1,,
469,5.1.8_VNM.TOTA.AID.WB,,world_bank,,,1,,
470,5.1.9_AFG.TOTA.AID.NZL,,world_bank,,,1,,
471,5.1.9_ETH.TOTA.AID.ITA,,world_bank,,,1,,
472,5.1.9_KHM.TOTA.AID.USAID,,world_bank,,,1,,
473,5.1.9_LAO.TOTA.AID.WFP,,world_bank,,,1,,
474,5.1.9_MDG.TOTA.AID.GPE,,world_bank,,,1,,
475,5.1.9_MOZ.TOTA.AID.ITA,,world_bank,,,1,,
476,5.1.9_MWI.TOTA.AID.USAID,,world_bank,,,1,,
477,5.1.9_NER.TOTA.AID.LUX,,world_bank,,,1,,
478,5.1.9_TJK.TOTA.AID.WFP,,world_bank,,,1,,
479,5.1.AMeanIncGr.All,Tasa  anualizada de crecimiento del ingreso medio (2004-2009),world_bank,El indicador para monitorear la prosperidad compartida es el crecimiento real del ingreso (o consumo) per cápita del 40 por ciento más bajo de la distribución del ingreso (o consumo) en un país.,Tabulaciones del LAC Equity Lab con datos de SEDLAC (CEDLAS y el Banco Mundial) y los Indicadores del Desarrollo Mundial,1,,
480,5.1.AMeanIncGr.B40,Tasa  anualizada de crecimiento del ingreso medio del 40 por ciento más pobre de la población (2004-2009),world_bank,El indicador para monitorear la prosperidad compartida es el crecimiento real del ingreso (o consumo) per cápita del 40 por ciento más bajo de la distribución del ingreso (o consumo) en un país.,Tabulaciones del LAC Equity Lab con datos de SEDLAC (CEDLAS y el Banco Mundial) y los Indicadores del Desarrollo Mundial,1,,
481,5.1_TOTAL.EDU.AID,,world_bank,,,1,,
482,5.12.01.01.unesco,,world_bank,,,1,,
483,5.13.01.01.hlthsurv,,world_bank,,,1,,
484,5.13.01.01.who,,world_bank,,,1,,
485,5.14.01.01.povsurv,,world_bank,,,1,,
486,5.2.1_AFG.BAS.AID.CIDA,,world_bank,,,1,,
487,5.2.1_ALB.BAS.AID.WB,,world_bank,,,1,,
488,5.2.1_BFA.BAS.AID.CIDA,,world_bank,,,1,,
489,5.2.1_CAF.BAS.AID.GPE,,world_bank,,,1,,
490,5.2.1_CIV.BAS.AID.AFDB,,world_bank,,,1,,
491,5.2.1_CMR.BAS.AID.BAD,,world_bank,,,1,,
492,5.2.1_DJI.BAS.AID.WB,,world_bank,,,1,,
493,5.2.1_ETH.BAS.AID.ADB,,world_bank,,,1,,
494,5.2.1_GEO.BAS.AID.EC,,world_bank,,,1,,
495,5.2.1_GHA.BAS.AID.DFID,,world_bank,,,1,,
496,5.2.1_GIN.BAS.AID.ADPP.AFD,,world_bank,,,1,,
497,5.2.1_GNB.BAS.AID.ADPP.EU,,world_bank,,,1,,
498,5.2.1_KGZ.BAS.AID.ADPP.EU,,world_bank,,,1,,
499,5.2.1_KHM.BAS.AID.BAD,,world_bank,,,1,,
500,5.2.1_LAO.BAS.AID.ADB,,world_bank,,,1,,
501,5.2.1_LBR.BAS.AID.UNICEF,,world_bank,,,1,,
502,5.2.1_MDA.BAS.AID.UNICEF,,world_bank,,,1,,
503,5.2.1_MDG.BAS.AID.WB,,world_bank,,,1,,
504,5.2.1_MRT.TOTA.AID.WFP,,world_bank,,,1,,
505,5.2.1_MWI.BAS.AID.AFDB,,world_bank,,,1,,
506,5.2.1_NER.BAS.AID.AFD,,world_bank,,,1,,
507,5.2.1_RWA.BAS.AID.DFID,,world_bank,,,1,,
508,5.2.1_SEN.BAS.AID.CIDA,,world_bank,,,1,,
509,5.2.1_SLE.BAS.AID.DFID,,world_bank,,,1,,
510,5.2.1_TJK.BAS.AID.AGAK,,world_bank,,,1,,
511,5.2.1_TLS.TOT.AID.AUSAID.CFAUS,,world_bank,,,1,,
512,5.2.1_VNM.BAS.AID.CIDA,,world_bank,,,1,,
513,5.2.1_ZMB.BAS.AID.DNK,,world_bank,,,1,,
514,5.2.10_AFG.BAS.AID.SIDA,,world_bank,,,1,,
515,5.2.10_ETH.BAS.AID.JPN,,world_bank,,,1,,
516,5.2.10_KHM.BAS.AID.WFP,,world_bank,,,1,,
517,5.2.10_LAO.BAS.AID.WB,,world_bank,,,1,,
518,5.2.10_MDG.BAS.AID.EC,,world_bank,,,1,,
519,5.2.10_MWI.BAS.AID.WFP,,world_bank,,,1,,
520,5.2.10_NER.BAS.AID.UNICEF,,world_bank,,,1,,
521,5.2.10_TLS.TOT.AID.PRIV,,world_bank,,,1,,
522,5.2.11_AFG.BAS.AID.UNESCO,,world_bank,,,1,,
523,5.2.11_ETH.BAS.AID.JICA,,world_bank,,,1,,
524,5.2.11_KHM.BAS.AID.WB,,world_bank,,,1,,
525,5.2.11_LAO.BAS.AID.INGOS,,world_bank,,,1,,
526,5.2.11_MWI.BAS.AID.WB,,world_bank,,,1,,
527,5.2.11_TLS.TOT.AID.UNICEF,,world_bank,,,1,,
528,5.2.12_AFG.BAS.AID.USAID,,world_bank,,,1,,
529,5.2.12_ETH.BAS.AID.KFW,,world_bank,,,1,,
530,5.2.12_TLS.TOT.AID.USAID,,world_bank,,,1,,
531,5.2.13_AFG.BAS.AID.WB,,world_bank,,,1,,
532,5.2.13_ETH.BAS.AID.NLD,,world_bank,,,1,,
533,5.2.14_ETH.BAS.AID.SIDA,,world_bank,,,1,,
534,5.2.15_ETH.BAS.AID.UNICEF,,world_bank,,,1,,
535,5.2.16_ETH.BAS.AID.USAID,,world_bank,,,1,,
536,5.2.17_ETH.BAS.AID.WFP,,world_bank,,,1,,
537,5.2.18_ETH.BAS.AID.WB,,world_bank,,,1,,
538,5.2.2_AFG.BAS.AID.DANIDA,,world_bank,,,1,,
539,5.2.2_ALB.BAS.AID.BEI,,world_bank,,,1,,
540,5.2.2_BFA.BAS.AID.AFD,,world_bank,,,1,,
541,5.2.2_CIV.BAS.AID.BADEA,,world_bank,,,1,,
542,5.2.2_CMR.BAS.AID.WB,,world_bank,,,1,,
543,5.2.2_DJI.BAS.AID.FSD,,world_bank,,,1,,
544,5.2.2_ETH.BAS.AID.BEL,,world_bank,,,1,,
545,5.2.2_GEO.BAS.AID.UNICEF,,world_bank,,,1,,
546,5.2.2_GHA.BAS.AID.GPE,,world_bank,,,1,,
547,5.2.2_GIN.BAS.AID.ADPP.AFDB,,world_bank,,,1,,
548,5.2.2_GNB.BAS.AID.ADPP.HUM,,world_bank,,,1,,
549,5.2.2_KGZ.BAS.AID.ADPP.GIZ,,world_bank,,,1,,
550,5.2.2_KHM.BAS.AID.BEL,,world_bank,,,1,,
551,5.2.2_LAO.BAS.AID.AUS,,world_bank,,,1,,
552,5.2.2_LBR.BAS.AID.USAID,,world_bank,,,1,,
553,5.2.2_MDA.BAS.AID.WB,,world_bank,,,1,,
554,5.2.2_MDG.BAS.AID.ILO,,world_bank,,,1,,
555,5.2.2_MRT.BAS.AID.AFD,,world_bank,,,1,,
556,5.2.2_MWI.BAS.AID.CIDA,,world_bank,,,1,,
557,5.2.2_NER.BAS.AID.BEL,,world_bank,,,1,,
558,5.2.2_RWA.BAS.AID.GPE,,world_bank,,,1,,
559,5.2.2_SEN.BAS.AID.FR,,world_bank,,,1,,
560,5.2.2_SLE.BAS.AID.EC,,world_bank,,,1,,
561,5.2.2_TJK.BAS.AID.OPENS,,world_bank,,,1,,
562,5.2.2_TLS.TOT.AID.AUSAID.WB,,world_bank,,,1,,
563,5.2.2_VNM.BAS.AID.DFID,,world_bank,,,1,,
564,5.2.2_ZMB.BAS.AID.IRL,,world_bank,,,1,,
565,5.2.3_AFG.BAS.AID.FRA,,world_bank,,,1,,
566,5.2.3_ALB.BAS.AID.CEIB,,world_bank,,,1,,
567,5.2.3_BFA.BAS.AID.CHE,,world_bank,,,1,,
568,5.2.3_CIV.BAS.AID.WB,,world_bank,,,1,,
569,5.2.3_CMR.BAS.AID.FR,,world_bank,,,1,,
570,5.2.3_DJI.BAS.AID.AFD,,world_bank,,,1,,
571,5.2.3_ETH.BAS.AID.DFID,,world_bank,,,1,,
572,5.2.3_GEO.BAS.AID.USAID,,world_bank,,,1,,
573,5.2.3_GHA.BAS.AID.JICA,,world_bank,,,1,,
574,5.2.3_GIN.BAS.AID.ADPP.WB,,world_bank,,,1,,
575,5.2.3_GNB.BAS.AID.ADPP.OTH,,world_bank,,,1,,
576,5.2.3_KGZ.BAS.AID.ADPP.UNICEF,,world_bank,,,1,,
577,5.2.3_KHM.BAS.AID.GPE,,world_bank,,,1,,
578,5.2.3_LAO.BAS.AID.EC,,world_bank,,,1,,
579,5.2.3_LBR.BAS.AID.WB,,world_bank,,,1,,
580,5.2.3_MDG.BAS.AID.FR,,world_bank,,,1,,
581,5.2.3_MRT.BAS.AID.ISDB,,world_bank,,,1,,
582,5.2.3_MWI.BAS.AID.DFID,,world_bank,,,1,,
583,5.2.3_NER.BAS.AID.FR,,world_bank,,,1,,
584,5.2.3_RWA.BAS.AID.UNICEF,,world_bank,,,1,,
585,5.2.3_SEN.BAS.AID.GPE,,world_bank,,,1,,
586,5.2.3_SLE.BAS.AID.GIZ,,world_bank,,,1,,
587,5.2.3_TJK.BAS.AID.EC,,world_bank,,,1,,
588,5.2.3_TLS.TOT.AID.AUS,,world_bank,,,1,,
589,5.2.3_VNM.BAS.AID.JICA,,world_bank,,,1,,
590,5.2.3_ZMB.BAS.AID.ILO,,world_bank,,,1,,
591,5.2.4_AFG.BAS.AID.DEU,,world_bank,,,1,,
592,5.2.4_BFA.BAS.AID.DNK,,world_bank,,,1,,
593,5.2.4_CIV.BAS.AID.ISDB,,world_bank,,,1,,
594,5.2.4_CMR.BAS.AID.JICA,,world_bank,,,1,,
595,5.2.4_DJI.BAS.AID.AFDB,,world_bank,,,1,,
596,5.2.4_ETH.BAS.AID.DVV,,world_bank,,,1,,
597,5.2.4_GEO.BAS.AID.WB,,world_bank,,,1,,
598,5.2.4_GHA.BAS.AID.UNICEF,,world_bank,,,1,,
599,5.2.4_GIN.BAS.AID.ADPP.GPE,,world_bank,,,1,,
600,5.2.4_GNB.BAS.AID.EU,,world_bank,,,1,,
601,5.2.4_KGZ.BAS.AID.ADPP.WB,,world_bank,,,1,,
602,5.2.4_KHM.BAS.AID.EC,,world_bank,,,1,,
603,5.2.4_LAO.BAS.AID.DEU,,world_bank,,,1,,
604,5.2.4_MDG.BAS.AID.JICA,,world_bank,,,1,,
605,5.2.4_MRT.BAS.AID.SP,,world_bank,,,1,,
606,5.2.4_MWI.BAS.AID.GIZ,,world_bank,,,1,,
607,5.2.4_NER.BAS.AID.JAPAN,,world_bank,,,1,,
608,5.2.4_RWA.BAS.AID.USAID,,world_bank,,,1,,
609,5.2.4_SEN.BAS.AID.IT,,world_bank,,,1,,
610,5.2.4_SLE.BAS.AID.JICA,,world_bank,,,1,,
611,5.2.4_TJK.BAS.AID.GIZ,,world_bank,,,1,,
612,5.2.4_TLS.TOT.AID.WB,,world_bank,,,1,,
613,5.2.4_VNM.BAS.AID.UNESCO,,world_bank,,,1,,
614,5.2.4_ZMB.BAS.AID.JPN,,world_bank,,,1,,
615,5.2.5_AFG.BAS.AID.IND,,world_bank,,,1,,
616,5.2.5_BFA.BAS.AID.JICA,,world_bank,,,1,,
617,5.2.5_CIV.BAS.AID.FSD,,world_bank,,,1,,
618,5.2.5_CMR.BAS.AID.UNESCO,,world_bank,,,1,,
619,5.2.5_DJI.BAS.AID.ISDB,,world_bank,,,1,,
620,5.2.5_ETH.BAS.AID.EC,,world_bank,,,1,,
621,5.2.5_GHA.BAS.AID.USAID,,world_bank,,,1,,
622,5.2.5_GIN.BAS.AID.ADPP.GIZ,,world_bank,,,1,,
623,5.2.5_GNB.BAS.AID.FR,,world_bank,,,1,,
624,5.2.5_KHM.BAS.AID.JPN,,world_bank,,,1,,
625,5.2.5_LAO.BAS.AID.GPE,,world_bank,,,1,,
626,5.2.5_MDG.BAS.AID.NOR,,world_bank,,,1,,
627,5.2.5_MRT.BAS.AID.UNESCO,,world_bank,,,1,,
628,5.2.5_MWI.BAS.AID.GPE,,world_bank,,,1,,
629,5.2.5_NER.BAS.AID.KFW,,world_bank,,,1,,
630,5.2.5_RWA.BAS.AID.WB,,world_bank,,,1,,
631,5.2.5_SEN.BAS.AID.UNICEF,,world_bank,,,1,,
632,5.2.5_SLE.BAS.AID.SIDA,,world_bank,,,1,,
633,5.2.5_TJK.BAS.AID.GPE,,world_bank,,,1,,
634,5.2.5_TLS.TOT.AID.JPN,,world_bank,,,1,,
635,5.2.5_VNM.BAS.AID.UNICEF,,world_bank,,,1,,
636,5.2.5_ZMB.BAS.AID.ZMB,,world_bank,,,1,,
637,5.2.6_AFG.BAS.AID.JPN,,world_bank,,,1,,
638,5.2.6_BFA.BAS.AID.NLD,,world_bank,,,1,,
639,5.2.6_CIV.BAS.AID.KFW,,world_bank,,,1,,
640,5.2.6_CMR.BAS.AID.UNICEF,,world_bank,,,1,,
641,5.2.6_DJI.BAS.AID.IMOA,,world_bank,,,1,,
642,5.2.6_ETH.BAS.AID.FIN,,world_bank,,,1,,
643,5.2.6_GHA.BAS.AID.WFP,,world_bank,,,1,,
644,5.2.6_GIN.BAS.AID.ADPP.KFW,,world_bank,,,1,,
645,5.2.6_GNB.BAS.AID.PORT,,world_bank,,,1,,
646,5.2.6_KHM.BAS.AID.SWE,,world_bank,,,1,,
647,5.2.6_LAO.BAS.AID.JICA,,world_bank,,,1,,
648,5.2.6_MDG.BAS.AID.WFP,,world_bank,,,1,,
649,5.2.6_MRT.BAS.AID.UNICEF,,world_bank,,,1,,
650,5.2.6_MWI.BAS.AID.JICA,,world_bank,,,1,,
651,5.2.6_NER.BAS.AID.WFP,,world_bank,,,1,,
652,5.2.6_SEN.BAS.AID.USAID,,world_bank,,,1,,
653,5.2.6_SLE.BAS.AID.UNICEF,,world_bank,,,1,,
654,5.2.6_TJK.BAS.AID.UNICEF,,world_bank,,,1,,
655,5.2.6_TLS.TOT.AID.KOR,,world_bank,,,1,,
656,5.2.6_VNM.BAS.AID.USAID,,world_bank,,,1,,
657,5.2.6_ZMB.BAS.AID.UNICEF,,world_bank,,,1,,
658,5.2.7_AFG.BAS.AID.JICA,,world_bank,,,1,,
659,5.2.7_BFA.BAS.AID.UNICEF,,world_bank,,,1,,
660,5.2.7_CIV.BAS.AID.UNICEF,,world_bank,,,1,,
661,5.2.7_ETH.BAS.AID.GIZ,,world_bank,,,1,,
662,5.2.7_GHA.BAS.AID.WB,,world_bank,,,1,,
663,5.2.7_GIN.BAS.AID.ADPP.UNICEF,,world_bank,,,1,,
664,5.2.7_GNB.BAS.AID.UNICEF,,world_bank,,,1,,
665,5.2.7_KHM.BAS.AID.UNESCO,,world_bank,,,1,,
666,5.2.7_LAO.BAS.AID.UNESCO,,world_bank,,,1,,
667,5.2.7_MDG.BAS.AID.UNESCO,,world_bank,,,1,,
668,5.2.7_MRT.BAS.AID.WFP,,world_bank,,,1,,
669,5.2.7_MWI.BAS.AID.KFW,,world_bank,,,1,,
670,5.2.7_NER.BAS.AID.DFID,,world_bank,,,1,,
671,5.2.7_SLE.BAS.AID.WB,,world_bank,,,1,,
672,5.2.7_TJK.BAS.AID.USAID,,world_bank,,,1,,
673,5.2.7_TLS.TOT.AID.NZL,,world_bank,,,1,,
674,5.2.7_VNM.BAS.AID.WB,,world_bank,,,1,,
675,5.2.7_ZMB.BAS.AID.USAID,,world_bank,,,1,,
676,5.2.8_AFG.BAS.AID.NLD,,world_bank,,,1,,
677,5.2.8_BFA.BAS.AID.EC,,world_bank,,,1,,
678,5.2.8_CIV.BAS.AID.USAID,,world_bank,,,1,,
679,5.2.8_ETH.BAS.AID.GPE,,world_bank,,,1,,
680,5.2.8_GNB.BAS.AID.JAP,,world_bank,,,1,,
681,5.2.8_KHM.BAS.AID.UNICEF,,world_bank,,,1,,
682,5.2.8_LAO.BAS.AID.UNICEF,,world_bank,,,1,,
683,5.2.8_MDG.BAS.AID.UNICEF,,world_bank,,,1,,
684,5.2.8_MWI.BAS.AID.UNICEF,,world_bank,,,1,,
685,5.2.8_NER.BAS.AID.CHE,,world_bank,,,1,,
686,5.2.8_SLE.BAS.AID.WFP,,world_bank,,,1,,
687,5.2.8_TJK.BAS.AID.WFP,,world_bank,,,1,,
688,5.2.8_TLS.TOT.AID.CFNZL,,world_bank,,,1,,
689,5.2.9_AFG.BAS.AID.NZL,,world_bank,,,1,,
690,5.2.9_ETH.BAS.AID.ITA,,world_bank,,,1,,
691,5.2.9_KHM.BAS.AID.USAID,,world_bank,,,1,,
692,5.2.9_LAO.BAS.AID.WFP,,world_bank,,,1,,
693,5.2.9_MDG.BAS.AID.GPE,,world_bank,,,1,,
694,5.2.9_MWI.BAS.AID.USAID,,world_bank,,,1,,
695,5.2.9_NER.BAS.AID.LUX,,world_bank,,,1,,
696,5.2.9_TJK.BAS.AID.WB,,world_bank,,,1,,
697,5.2.9_TLS.TOT.AID.PRT,,world_bank,,,1,,
698,5.2.AMeanIncGr.All,Tasa  anualizada de crecimiento del ingreso medio  (2009-2014),world_bank,El indicador para monitorear la prosperidad compartida es el crecimiento real del ingreso (o consumo) per cápita del 40 por ciento más bajo de la distribución del ingreso (o consumo) en un país.,Tabulaciones del LAC Equity Lab con datos de SEDLAC (CEDLAS y el Banco Mundial) y los Indicadores del Desarrollo Mundial,1,,
699,5.2.AMeanIncGr.B40,Tasa  anualizada de crecimiento del ingreso medio del 40 por ciento más pobre de la población  (2009-2014),world_bank,El indicador para monitorear la prosperidad compartida es el crecimiento real del ingreso (o consumo) per cápita del 40 por ciento más bajo de la distribución del ingreso (o consumo) en un país.,Tabulaciones del LAC Equity Lab con datos de SEDLAC (CEDLAS y el Banco Mundial) y los Indicadores del Desarrollo Mundial,1,,
700,5.2_BASIC.EDU.AID,,world_bank,,,1,,
701,5.21.01.01.sdds,,world_bank,,,1,,
702,5.51.01.01.poverty,,world_bank,,,1,,
703,5.51.01.02.malnut,,world_bank,,,1,,
